,anchor,positive,negative
24803,114793,42422,5
24804,114795,565,5
24805,114799,16,1
24806,114803,4,6
24807,114805,37,2
24808,114807,911,8
24809,114809,911,9
24810,114814,20,2
24811,114818,8968,2
24812,114832,4,1
24813,114834,12,2
24814,114836,12,6
24815,114838,22,3
24816,114842,37,3
24817,114845,196,2
24818,114847,3937,2
24819,114849,20,2
24820,114852,4,1
24821,114854,37,1
24822,114856,1,5
24823,114859,911,9
24824,114861,911,2
24825,114873,24,3
24826,114875,256,6
24827,114877,2930,3
24828,114883,4,2
24829,114886,22,2
24830,114888,12,1
24831,114891,4,2
24832,114893,4,1
24833,114895,160,1
24834,114898,4,5
24835,114900,4,2
24836,114902,81,5
24837,114904,6,1
24838,114906,4,1
24839,114909,37,2
24840,114922,1,6
24841,114925,22,1
24842,114928,32,1
24843,114931,1151,2
24844,114933,4,3
24845,114935,85414,2
24846,114945,26093,9
24847,114947,29,3
24848,114954,37,1
24849,114958,1,9
24850,114961,1,5
24851,114963,4,1
24852,114980,48,1
24853,114984,12,1
24854,114995,37,2
24855,115006,4,2
24856,115008,48,2
24857,115011,1,6
24858,115017,27,3
24859,115019,41,3
24860,115021,24,2
24861,115023,273,3
24862,115027,2930,1
24863,115038,169,6
24864,115040,1,4
24865,115042,1,3
24866,115060,12,2
24867,115065,1,5
24868,115068,12,3
24869,115071,411,2
24870,115075,595,6
24871,115078,4,6
24872,115080,10,5
24873,115082,4,3
24874,115084,41,2
24875,115109,27344,8
24876,115111,62008,14
24877,115119,610,4
24878,115122,4030,6
24879,115130,4,2
24880,115133,6,2
24881,115135,4,2
24882,115137,37,2
24883,115139,27,3
24884,115143,37,2
24885,115145,37,3
24886,115147,132424,5
24887,115149,6506,1
24888,115151,6,1
24889,115160,4,3
24890,115162,20,1
24891,115164,368,8
24892,115166,20,3
24893,115170,113,1
24894,115172,341,1
24895,115174,3883,3
24896,115176,37,3
24897,115178,1,2
24898,115180,4,8
24899,115203,37,3
24900,115205,3,1
24901,115207,1151,6
24902,115210,8675,1
24903,115212,1,6
24904,115216,3508,1
24905,115218,20,1
24906,115220,302,1
24907,115229,4,3
24908,115231,1870,6
24909,115233,37,3
24910,115235,208,1
24911,115238,1,3
24912,115240,120,23
24913,115242,5433,5
24914,115244,22,1
24915,115247,911,8
24916,115249,911,2
24917,115251,27473,2
24918,115254,22,1
24919,115256,22,2
24920,115258,27473,2
24921,115263,37,2
24922,115277,258,6
24923,115279,107,10
24924,115283,29,5
24925,115285,1,4
24926,115287,2657,1
24927,115291,20,2
24928,115309,2987,4
24929,115333,5018,37
24930,115335,1799,8
24931,115337,1799,2
24932,115339,911,8
24933,115341,911,8
24934,115343,911,9
24935,115348,4,1
24936,115351,37,3
24937,115353,37,2
24938,115355,37,3
24939,115357,22,2
24940,115364,48,5
24941,115373,4,1
24942,115376,196,1
24943,115379,12,2
24944,115381,96283,10
24945,115386,22,3
24946,115388,22,3
24947,115403,37,3
24948,115409,1245,2
24949,115412,1,6
24950,115414,4142,1
24951,115417,3,6
24952,115419,37,3
24953,115421,4,2
24954,115423,37,3
24955,115437,47202,2
24956,115439,41,1
24957,115460,12,8
24958,115463,4,3
24959,115465,4,3
24960,115467,37,1
24961,115469,4,3
24962,115471,54771,2
24963,115473,22,3
24964,115475,4,3
24965,115479,49530,5
24966,115502,64,2
24967,115504,2232,2
24968,115518,12,3
24969,115522,196,1
24970,115524,112,17
24971,115526,12,2
24972,115531,20,3
24973,115534,6958,1
24974,115538,27002,3
24975,115540,37,2
24976,115543,911,5
24977,115545,4,2
24978,115556,12,2
24979,115558,48,6
24980,115560,1,3
24981,115562,48,5
24982,115565,6,2
24983,115569,4210,2
24984,115571,1189,2
24985,115574,20,1
24986,115598,1,8
24987,115600,4,1
24988,115602,37,3
24989,115604,4,3
24990,115607,1,4
24991,115609,610,3
24992,115611,631,4
24993,115617,8961,14
24994,115620,22,3
24995,115622,610,3
24996,115624,12,1
24997,115629,3906,1
24998,115631,546,17
24999,115633,22,2
25000,115635,4,3
25001,115651,163,1
25002,115653,4,1
25003,115664,69644,6
25004,115667,74450,2
25005,115669,88125,3
25006,115671,3,8
25007,115676,4,5
25008,115678,4,5
25009,115680,4625,2
25010,115682,163,3
25011,115685,24,1
25012,115687,2052,10
25013,115690,4,6
25014,115692,380,9
25015,115699,29,3
25016,115701,22,3
25017,115703,20,2
25018,115705,4719,2
25019,115708,1,8
25020,115711,37,3
25021,115713,113741,2
25022,115715,4,1
25023,115721,4,3
25024,115724,4,2
25025,115727,10,4
25026,115746,4719,8
25027,115748,1,2
25028,115752,258,6
25029,115754,151,2
25030,115756,4,2
25031,115759,22,2
25032,115761,4,2
25033,115763,4,3
25034,115766,41,1
25035,115768,368,6
25036,115770,562,2
25037,115772,1,8
25038,115775,37,2
25039,115777,12,1
25040,115779,356,8
25041,115781,724,5
25042,115784,1,6
25043,115789,4,1
25044,115793,411,8
25045,115795,37,3
25046,115797,20,2
25047,115799,4,2
25048,115801,22,3
25049,115819,1,8
25050,115821,4,1
25051,115824,4017,1
25052,115826,37,3
25053,115828,94841,5
25054,115831,1189,3
25055,115834,911,2
25056,115836,27473,8
25057,115840,1,5
25058,115862,26236,14
25059,115864,20,8
25060,115867,4,8
25061,115869,4,3
25062,115871,22,3
25063,115873,41,3
25064,115875,78499,6
25065,115877,95313,2
25066,115879,115875,14
25067,115881,72356,4
25068,115883,22,3
25069,115885,86,7
25070,115887,6,2
25071,115893,4,2
25072,115895,4,3
25073,115897,41,1
25074,115899,4,2
25075,115901,1,6
25076,115903,4,5
25077,115907,20,2
25078,115909,6,3
25079,115911,170975,7
25080,115913,1,2
25081,115915,1616,2
25082,115917,459,7
25083,115919,2617,3
25084,115921,1215,5
25085,115923,110,2
25086,115925,1,4
25087,115927,27155,3
25088,115929,1,3
25089,115931,3745,4
25090,115933,181,3
25091,115935,1,4
25092,115937,10,3
25093,115939,1,4
25094,115941,1,3
25095,115943,1,3
25096,115945,1,3
25097,115947,1,3
25098,115949,673,5
25099,115951,196,1
25100,115953,1616,3
25101,115955,20,3
25102,115957,4,1
25103,115961,6,2
25104,115963,16,1
25105,115965,6300,2
25106,115967,293,3
25107,115969,760,1
25108,115971,112,16
25109,115973,1411,1
25110,115975,4,2
25111,115977,37,1
25112,115979,10,3
25113,115981,1,3
25114,115983,41,3
25115,115985,110,3
25116,115987,6,1
25117,115989,6213,3
25118,115991,649,6
25119,115994,1,6
25120,115996,6,3
25121,115998,6,2
25122,116000,24,2
25123,116002,37,1
25124,116004,4,2
25125,116006,110,3
25126,116008,20,1
25127,116010,20,2
25128,116012,16,3
25129,116014,4,3
25130,116016,4,6
25131,116018,37,2
25132,116020,4,6
25133,116022,4,8
25134,116024,4,2
25135,116026,1,6
25136,116028,22,3
25137,116030,22,2
25138,116032,22,1
25139,116034,22,3
25140,116036,22,1
25141,116038,256,8
25142,116042,4,1
25143,116044,3,2
25144,116046,84,2
25145,116048,4,8
25146,116050,4,5
25147,116052,4,1
25148,116054,4,2
25149,116056,3,2
25150,116058,4,3
25151,116060,110,3
25152,116062,6,2
25153,116064,20,3
25154,116066,6,3
25155,116068,377,2
25156,116070,163,2
25157,116072,4,1
25158,116074,4,3
25159,116076,377,5
25160,116078,163,1
25161,116080,12,3
25162,116082,37,1
25163,116084,37,3
25164,116086,37,2
25165,116088,4,8
25166,116090,1,6
25167,116092,1,2
25168,116094,1,6
25169,116098,4,2
25170,116100,1,8
25171,116102,4,2
25172,116104,37,3
25173,116106,37,1
25174,116108,37,2
25175,116112,1,2
25176,116114,163,3
25177,116116,163,3
25178,116118,163,3
25179,116120,1118,4
25180,116122,107,8
25181,116124,3,2
25182,116126,4,2
25183,116128,20,3
25184,116130,6,1
25185,116132,20,13
25186,116134,107,8
25187,116136,39444,3
25188,116138,213,1
25189,116141,4,1
25190,116155,4,3
25191,116157,24,3
25192,116159,68831,2
25193,116161,300,1
25194,116163,6,1
25195,116165,188,4
25196,116167,3,1
25197,116169,6,2
25198,116171,4,2
25199,116173,4,3
25200,116175,4,2
25201,116177,3,8
25202,116179,4,6
25203,116181,911,2
25204,116183,1,6
25205,116185,3,8
25206,116187,3,6
25207,116189,3,8
25208,116191,70206,1
25209,116193,3,2
25210,116195,3,8
25211,116197,380,12
25212,116199,12,1
25213,116201,6,2
25214,116203,16,2
25215,116205,22,2
25216,116207,20,1
25217,116209,41,2
25218,116211,22,1
25219,116213,1,4
25220,116215,610,3
25221,116217,2294,5
25222,116219,134374,3
25223,116221,4,1
25224,116223,4,2
25225,116225,4,3
25226,116227,4,1
25227,116231,4,1
25228,116233,20,3
25229,116235,1,10
25230,116237,163,3
25231,116239,4,2
25232,116241,22,3
25233,116243,20,3
25234,116245,4,3
25235,116247,4,3
25236,116249,380,8
25237,116251,1,5
25238,116253,37,3
25239,116255,20,2
25240,116257,1,2
25241,116259,169,5
25242,116261,4,1
25243,116263,163,3
25244,116265,27,5
25245,116267,1,6
25246,116271,1,2
25247,116273,1,8
25248,116275,1,2
25249,116277,22,1
25250,116279,4,2
25251,116281,12,1
25252,116283,4,3
25253,116285,20,13
25254,116287,16,2
25255,116289,16,1
25256,116291,4,3
25257,116293,4,2
25258,116295,3,8
25259,116297,6,3
25260,116299,6,1
25261,116301,20,2
25262,116305,4,3
25263,116307,5848,1
25264,116309,6,1
25265,116311,20,3
25266,116313,3,2
25267,116315,22,2
25268,116317,6,3
25269,116319,86,7
25270,116321,41,3
25271,116323,16,3
25272,116325,12,2
25273,116327,12,3
25274,116329,4,1
25275,116331,66,1
25276,116333,66,1
25277,116335,66,2
25278,116337,66,3
25279,116339,4,2
25280,116341,1,6
25281,116343,1,8
25282,116345,1,4
25283,116347,20,3
25284,116349,198,2
25285,116351,22,2
25286,116387,4,2
25287,116397,90578,3
25288,116399,4,2
25289,116401,4,2
25290,116403,4,2
25291,116405,4,6
25292,116407,12,1
25293,116409,4,1
25294,116411,465,2
25295,116413,803,2
25296,116415,4,5
25297,116417,188,3
25298,116419,20,8
25299,116421,12,1
25300,116423,37,2
25301,116425,4,3
25302,116427,1,9
25303,116429,4,1
25304,116431,37,1
25305,116433,37,3
25306,116435,37,2
25307,116439,4,2
25308,116441,4,2
25309,116443,16,3
25310,116445,1,2
25311,116447,1262,3
25312,116449,4,2
25313,116451,15,9
25314,116453,4,1
25315,116457,4,5
25316,116459,20,3
25317,116461,1,5
25318,116463,4,2
25319,116465,459,1
25320,116467,1,6
25321,116469,6,2
25322,116471,1,6
25323,116473,48,3
25324,116475,459,6
25325,116477,37,1
25326,116479,77,3
25327,116481,37,3
25328,116483,3,5
25329,116485,4,2
25330,116487,2164,2
25331,116489,4,1
25332,116491,1,6
25333,116493,22,1
25334,116495,27,6
25335,116497,4,2
25336,116499,1,5
25337,116501,6,1
25338,116503,80094,3
25339,116505,20,2
25340,116507,1,6
25341,116509,472,8
25342,116511,1,6
25343,116513,4,1
25344,116515,6446,14
25345,116517,4,6
25346,116519,20,3
25347,116521,1,2
25348,116525,107,2
25349,116527,4,1
25350,116529,109673,1
25351,116531,62,1
25352,116533,12,2
25353,116535,2164,2
25354,116537,48,2
25355,116539,4,6
25356,116543,107,2
25357,116545,10,3
25358,116547,459,5
25359,116549,120,6
25360,116551,164,1
25361,116553,4106,3
25362,116555,12,1
25363,116557,4,6
25364,116560,110,2
25365,116562,4,2
25366,116564,22,2
25367,116568,4,2
25368,116570,3,8
25369,116572,81,1
25370,116574,899,2
25371,116578,26849,3
25372,116580,1,2
25373,116584,22,2
25374,116586,1,6
25375,116588,163,3
25376,116590,151,5
25377,116594,163,1
25378,116596,4,2
25379,116600,1,6
25380,116602,1,6
25381,116604,12,3
25382,116608,22,1
25383,116647,163,1
25384,116660,171,1
25385,116664,3582,2
25386,116666,196,1
25387,116668,69275,2
25388,116670,4,2
25389,116672,1,2
25390,116674,163,3
25391,116676,59844,5
25392,116678,20,13
25393,116680,680,1
25394,116682,2232,1
25395,116684,22,3
25396,116686,22,2
25397,116688,12,3
25398,116694,3113,2
25399,116696,22,3
25400,116698,1799,8
25401,116700,136239,3
25402,116702,20,2
25403,116704,6,2
25404,116708,4,2
25405,116710,48,2
25406,116714,4,2
25407,116716,4,3
25408,116718,107,8
25409,116720,160,4
25410,116722,1,2
25411,116724,4,2
25412,116726,20,3
25413,116728,4,3
25414,116730,12,2
25415,116732,107,6
25416,116734,22,1
25417,116736,20,1
25418,116738,1215,9
25419,116740,37,2
25420,116742,224,5
25421,116744,20,1
25422,116746,22,3
25423,116748,22,1
25424,116750,45758,1
25425,116752,4,6
25426,116754,1,8
25427,116756,16,1
25428,116758,27032,17
25429,116760,163,1
25430,116762,6,1
25431,116766,4,1
25432,116768,6,3
25433,116770,198,2
25434,116772,41,1
25435,116779,37,3
25436,116781,124,1
25437,116783,188,3
25438,116785,22,2
25439,116787,897,9
25440,116789,20,3
25441,116791,6,2
25442,116793,16,3
25443,116797,42681,1
25444,116799,27792,8
25445,116801,2106,3
25446,116803,110,3
25447,116805,4,2
25448,116807,1,8
25449,116809,196,1
25450,116811,10,4
25451,116813,52281,3
25452,116815,12,2
25453,116817,5693,8
25454,116819,673,8
25455,116821,1,6
25456,116823,106487,4
25457,116825,546,14
25458,116831,6,2
25459,116833,1,3
25460,116835,48,9
25461,116837,1,3
25462,116839,31956,1
25463,116841,155,2
25464,116843,37,2
25465,116845,37,3
25466,116847,37,1
25467,116849,550,8
25468,116851,20,3
25469,116853,6,3
25470,116855,2626,2
25471,116857,151,5
25472,116859,4,2
25473,116861,1,6
25474,116863,4,3
25475,116865,4,3
25476,116867,4,1
25477,116869,4,1
25478,116871,4,2
25479,116879,1464,5
25480,116881,4,2
25481,116883,16,2
25482,116885,4,5
25483,116887,4142,3
25484,116889,110,2
25485,116891,110,2
25486,116893,459,7
25487,116895,22,2
25488,116897,296,9
25489,116899,1,2
25490,116901,24,1
25491,116903,239,6
25492,116905,7099,5
25493,116907,1123,3
25494,116909,12,2
25495,116911,1,4
25496,116913,4,2
25497,116915,22,2
25498,116919,4,1
25499,116921,4,2
25500,116923,4,1
25501,116925,3,6
25502,116927,899,6
25503,116929,22,2
25504,116931,1,8
25505,116933,1262,7
25506,116935,24,1
25507,116937,22,1
25508,116939,4719,8
25509,116941,588,10
25510,116943,22,3
25511,116945,4,3
25512,116947,4,6
25513,116949,4,2
25514,116951,74152,8
25515,116953,5224,4
25516,116955,4,3
25517,116957,4,2
25518,116959,37,2
25519,116961,37,1
25520,116963,1,2
25521,116965,37,1
25522,116967,37,2
25523,116969,109684,5
25524,116971,22,3
25525,116973,20,2
25526,116975,443,4
25527,116977,6482,8
25528,116979,1,4
25529,116981,12,3
25530,116983,1118,3
25531,116985,80864,8
25532,116987,6421,5
25533,116989,1189,3
25534,116991,37,3
25535,117003,37,3
25536,117017,22,3
25537,117061,4,3
25538,117065,22,3
25539,117103,16,3
25540,117105,6,3
25541,117107,478,3
25542,117109,4678,6
25543,117111,5991,2
25544,117113,911,2
25545,117115,22,3
25546,117117,4,5
25547,117119,16,2
25548,117121,22,1
25549,117123,358,6
25550,117125,4,8
25551,117127,4,2
25552,117129,22,2
25553,117133,20,2
25554,117136,4,6
25555,117138,48,2
25556,117140,20,2
25557,117142,151,5
25558,117144,3,2
25559,117146,4,1
25560,117148,4,8
25561,117152,4,2
25562,117154,4,6
25563,117156,4,6
25564,117158,169,5
25565,117160,20,9
25566,117162,382,5
25567,117164,93859,6
25568,117166,169,6
25569,117168,472,8
25570,117170,4,3
25571,117172,1,8
25572,117174,4,3
25573,117176,249,2
25574,117178,4,6
25575,117180,6,3
25576,117182,37,2
25577,117184,4,2
25578,117186,163,5
25579,117188,1464,5
25580,117190,7835,9
25581,117192,329,3
25582,117194,27,6
25583,117196,4,6
25584,117198,1,2
25585,117300,1,8
25586,117302,163,1
25587,117304,12,3
25588,117306,1,4
25589,117308,5226,3
25590,117310,48,1
25591,117312,4477,8
25592,117314,37,1
25593,117316,62,1
25594,117318,10,4
25595,117320,4,2
25596,117322,4,1
25597,117324,6,3
25598,117326,1,6
25599,117328,1,8
25600,117330,6,2
25601,117332,1,6
25602,117334,4,2
25603,117336,3,6
25604,117338,22,3
25605,117340,1,6
25606,117342,4,2
25607,117344,10,3
25608,117346,6,3
25609,117348,22,1
25610,117350,4,1
25611,117352,1,2
25612,117354,382,5
25613,117356,6,3
25614,117358,29,3
25615,117360,20,3
25616,117362,3,6
25617,117364,31547,2
25618,117366,22,2
25619,117368,26133,9
25620,117370,20,3
25621,117372,8815,3
25622,117374,37,1
25623,117376,3,1
25624,117415,37,3
25625,117418,212,3
25626,117420,332,5
25627,117424,22,3
25628,117426,155,3
25629,117428,4,1
25630,117430,57543,8
25631,117432,20,3
25632,117434,177,1
25633,117436,4,8
25634,117438,166291,2
25635,117440,112,16
25636,117442,62999,4
25637,117444,594,4
25638,117446,610,4
25639,117448,1,3
25640,117450,4,1
25641,117452,4,1
25642,117454,1,6
25643,117456,4,2
25644,117458,4,2
25645,117460,1,4
25646,117462,2617,4
25647,117464,20,2
25648,117466,53550,7
25649,117468,20,2
25650,117470,1,2
25651,117472,20,1
25652,117474,327,8
25653,117476,4,2
25654,117478,20,2
25655,117480,1,6
25656,117482,4,3
25657,117484,1,6
25658,117486,1,6
25659,117488,4,2
25660,117490,24,1
25661,117492,24,2
25662,117494,24,1
25663,117496,24,3
25664,117498,27,5
25665,117500,4,2
25666,117502,48,6
25667,117504,20,2
25668,117506,20,1
25669,117509,3,1
25670,117511,1060,8
25671,117513,151,5
25672,117515,682,1
25673,117517,111,1
25674,117519,1,2
25675,117521,1,6
25676,117523,3,2
25677,117525,37,2
25678,117527,3,1
25679,117529,4638,3
25680,117531,37,3
25681,117533,6059,1
25682,117535,1,6
25683,117537,4,2
25684,117539,1,6
25685,117541,1,8
25686,117543,1,2
25687,117545,2800,4
25688,117547,4,3
25689,117549,97188,1
25690,117551,4,1
25691,117553,22,3
25692,117555,37,3
25693,117557,4,1
25694,117559,6,2
25695,117561,4,8
25696,117563,1,8
25697,117565,163,2
25698,117567,4,2
25699,117570,1,8
25700,117572,101,8
25701,117574,22,2
25702,117576,24,2
25703,117578,1,8
25704,117580,4,2
25705,117582,4,2
25706,117584,2138,5
25707,117586,1,6
25708,117588,22,1
25709,117590,4084,2
25710,117592,37,1
25711,117594,12,8
25712,117596,163,3
25713,117598,12,3
25714,117600,6,3
25715,117602,4,2
25716,117604,3582,8
25717,117606,4,2
25718,117608,1799,2
25719,117610,3,8
25720,117612,1,6
25721,117614,1,2
25722,117616,899,6
25723,117618,459,9
25724,117620,3,8
25725,117622,22,3
25726,117624,1,2
25727,117626,101,14
25728,117628,12,2
25729,117630,3868,2
25730,117632,382,1
25731,117634,4,3
25732,117636,1,10
25733,117638,1,10
25734,117640,1484,6
25735,117642,2455,2
25736,117644,81,2
25737,117646,2429,77
25738,117648,1245,2
25739,117650,12,8
25740,117652,20,2
25741,117654,368,3
25742,117656,6,3
25743,117658,4,2
25744,117660,24,3
25745,117662,4,2
25746,117664,1,2
25747,117666,899,6
25748,117668,20,3
25749,117670,16,3
25750,117672,20,1
25751,117674,6446,5
25752,117676,20,1
25753,117678,4,3
25754,117680,1,8
25755,117682,4,2
25756,117684,1,8
25757,117686,4,8
25758,117688,29,3
25759,117690,4,5
25760,117692,426,1
25761,117694,22,2
25762,117696,20,1
25763,117698,1,6
25764,117700,3,6
25765,117702,4,3
25766,117704,4,1
25767,117706,4,1
25768,117708,1484,6
25769,117710,22,2
25770,117712,5613,2
